Trans #,Type,Date,Num,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Qty,Sales Price,Debit,Credit,AMT,Amount,Account Type,Tax Amount
"88,724",General Journal,20/06/2023,CCJune23,,,CCJune23,,GSP,511000 · Cost of Goods Sold,Sydney:Sydney Other,GSP,,,"1,899.74",,1899.74,"1,899.74",Cost of Goods Sold,189.97
"88,724",General Journal,20/06/2023,CCJune23,,,CCJune23,,FRE,611004 · Donation,Sydney:Sydney Other,FRE,,,13.64,,13.64,13.64,Expense,0
"88,724",General Journal,20/06/2023,CCJune23,,,CCJune23,,GSP,611017 · Travel-Domestic,Sydney:Sydney Other,GSP,,,"1,021.95",,1021.95,"1,021.95",Expense,102.2
"88,724",General Journal,20/06/2023,CCJune23,,,CCJune23,,GSP,611024 · IT Mantenance Exp,Sydney:Sydney Other,GSP,,,551.95,,551.95,551.95,Expense,55.2
"88,724",General Journal,20/06/2023,CCJune23,,,CCJune23,,GSP,612002 · Car Insurance,Sydney:Sydney Other,GSP,,,"3,036.25",,3036.25,"3,036.25",Expense,303.63
"88,724",General Journal,20/06/2023,CCJune23,,,CCJune23,,GSP,612003 · Petrol,Sydney:Sydney Other,GSP,,,751.4,,751.4,751.4,Expense,75.14
"88,724",General Journal,20/06/2023,CCJune23,,,CCJune23,,,213001 · GST Payable ( Purchase),Sydney:Sydney Other,,,,0,,0,0,Other Current Liability,
"88,724",General Journal,20/06/2023,CCJune23,,,CCJune23,,,111004 · Master Card 8539,Sydney:Sydney Other,,,,,"3,947.19",-3947.19,"-3,947.19",Bank,
"88,724",General Journal,20/06/2023,CCJune23,Australian Taxation Office,,CCJune23,,FRE,213000 · GST Liability,,FRE,,,0,,0,0,Other Current Liability,
"88,724",General Journal,20/06/2023,CCJune23,Australian Taxation Office,,CCJune23,,GSP,213000 · GST Liability,,GSP,,,726.13,,726.13,726.13,Other Current Liability,
"94,520",General Journal,20/06/2023,CC new,,,Old CC balance had been Moved to NewCC,,,111004 · Master Card 8539,,,,,0,,0,0,Bank,
"94,520",General Journal,20/06/2023,CC new,,,Old CC balance had been Moved to NewCC,,,111012 · MasterCard 9286,,,,,0,,0,0,Bank,
"88,197",General Journal,21/06/2023,Bankrec,,,Lease VW Finance,,,111000 · Westpac,Sydney:Sydney Other,,,,,675.98,-675.98,-675.98,Bank,
"88,197",General Journal,21/06/2023,Bankrec,,,Lease VW Finance,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,675.98,,675.98,675.98,Other Current Liability,
"88,197",General Journal,21/06/2023,Bankrec,,,FBT 2021-2022,,,111000 · Westpac,Sydney:Sydney Other,,,,,"15,000.00",-15000,"-15,000.00",Bank,
"88,197",General Journal,21/06/2023,Bankrec,,,FBT 2021-2022,,,212002 · FBT Payable,Sydney:Sydney Other,,,,"15,000.00",,15000,"15,000.00",Other Current Liability,
"88,197",General Journal,21/06/2023,Bankrec,,,IAS May,,,111000 · Westpac,Sydney:Sydney Other,,,,,"26,664.00",-26664,"-26,664.00",Bank,
"88,197",General Journal,21/06/2023,Bankrec,Australian Taxation Office,,IAS May,,,212001 · PAYG Tax Payable,Sydney:Sydney Other,,,,"26,664.00",,26664,"26,664.00",Other Current Liability,0
"88,201",General Journal,21/06/2023,Bankrec,,,IAS paid -Starluff Pay Ltd,,,111000 · Westpac,Sydney:Sydney Other,,,,,"22,816.00",-22816,"-22,816.00",Bank,
"88,201",General Journal,21/06/2023,Bankrec,,,IAS paid -Starluff Pay Ltd,,,111031 · Interco with Starluf Pty Ltd,Sydney:Sydney Other,,,,"22,816.00",,22816,"22,816.00",Bank,
"88,208",General Journal,22/06/2023,Bankrec,,,CC Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"88,208",General Journal,22/06/2023,Bankrec,,,CC Topup,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,"3,000.00",,3000,"3,000.00",Bank,
"88,208",General Journal,22/06/2023,Bankrec,,,Tf for intercompany,,,111000 · Westpac,Sydney:Sydney Other,,,,,"13,366.06",-13366.06,"-13,366.06",Bank,
"88,208",General Journal,22/06/2023,Bankrec,,,Tf for intercompany,,,111031 · Interco with Starluf Pty Ltd,Sydney:Sydney Other,,,,"13,366.06",,13366.06,"13,366.06",Bank,
"88,208",General Journal,22/06/2023,Bankrec,,,Finance VW Lease,,,111000 · Westpac,Sydney:Sydney Other,,,,,696,-696,-696,Bank,
"88,208",General Journal,22/06/2023,Bankrec,,,Finance VW Lease,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,696,,696,696,Other Current Liability,
"88,208",General Journal,22/06/2023,Bankrec,,,Etoll Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,220,-220,-220,Bank,
"88,208",General Journal,22/06/2023,Bankrec,,,Etoll Topup,,,111018 · E-Toll Top Up,Sydney:Sydney Other,,,,220,,220,220,Bank,
"88,209",General Journal,23/06/2023,Bankrec,,,Insurance NRMA MOT750617104230623,,,111000 · Westpac,Sydney:Sydney Other,,,,,131.12,-131.12,-131.12,Bank,
"88,209",General Journal,23/06/2023,Bankrec,,,Insurance NRMA MOT750617104230623,,,612002 · Car Insurance,Sydney:Sydney Other,,,,131.12,,131.12,131.12,Expense,
"88,210",General Journal,26/06/2023,Bankrec,,,Finance VW lease,,,111000 · Westpac,Sydney:Sydney Other,,,,,805.69,-805.69,-805.69,Bank,
"88,210",General Journal,26/06/2023,Bankrec,,,Finance VW lease,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,805.69,,805.69,805.69,Other Current Liability,
"88,210",General Journal,26/06/2023,Bankrec,,,Etoll Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,220,-220,-220,Bank,
"88,210",General Journal,26/06/2023,Bankrec,,,Etoll Topup,,,111018 · E-Toll Top Up,Sydney:Sydney Other,,,,220,,220,220,Bank,
"88,210",General Journal,26/06/2023,Bankrec,,,Etoll Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,220,-220,-220,Bank,
"88,210",General Journal,26/06/2023,Bankrec,,,Etoll Topup,,,111018 · E-Toll Top Up,Sydney:Sydney Other,,,,220,,220,220,Bank,
"88,211",General Journal,27/06/2023,Bankrec,,,CC Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"88,211",General Journal,27/06/2023,Bankrec,,,CC Topup,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,"3,000.00",,3000,"3,000.00",Bank,
"88,211",General Journal,27/06/2023,Bankrec,,,Lease Nissan Financial,,,111000 · Westpac,Sydney:Sydney Other,,,,,914.49,-914.49,-914.49,Bank,
"88,211",General Journal,27/06/2023,Bankrec,,,Lease Nissan Financial,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,914.49,,914.49,914.49,Other Current Liability,
"88,212",General Journal,28/06/2023,Bankrec,,,Tf intercompany,,,111000 · Westpac,Sydney:Sydney Other,,,,,"16,000.00",-16000,"-16,000.00",Bank,
"88,212",General Journal,28/06/2023,Bankrec,,,Tf intercompany,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,"16,000.00",,16000,"16,000.00",Bank,
"88,212",General Journal,28/06/2023,Bankrec,,,EToll Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,220,-220,-220,Bank,
"88,212",General Journal,28/06/2023,Bankrec,,,EToll Topup,,,111018 · E-Toll Top Up,Sydney:Sydney Other,,,,220,,220,220,Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Etoll Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,220,-220,-220,Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Etoll Topup,,,111018 · E-Toll Top Up,Sydney:Sydney Other,,,,220,,220,220,Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Lease Nissan,,,111000 · Westpac,Sydney:Sydney Other,,,,,569.63,-569.63,-569.63,Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Lease Nissan,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,569.63,,569.63,569.63,Other Current Liability,
"88,213",General Journal,29/06/2023,Bankrec,,,Lease Nissan,,,111000 · Westpac,Sydney:Sydney Other,,,,,569.63,-569.63,-569.63,Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Lease Nissan,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,569.63,,569.63,569.63,Other Current Liability,
"88,213",General Journal,29/06/2023,Bankrec,,,Lease VW,,,111000 · Westpac,Sydney:Sydney Other,,,,,737.52,-737.52,-737.52,Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Lease VW,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,737.52,,737.52,737.52,Other Current Liability,
"88,213",General Journal,29/06/2023,Bankrec,,,Lease VW,,,111000 · Westpac,Sydney:Sydney Other,,,,,737.52,-737.52,-737.52,Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Lease VW,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,737.52,,737.52,737.52,Other Current Liability,
"88,213",General Journal,29/06/2023,Bankrec,,,CC Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,CC Topup,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,"3,000.00",,3000,"3,000.00",Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Tf intercompany,,,111000 · Westpac,Sydney:Sydney Other,,,,,"15,377.44",-15377.44,"-15,377.44",Bank,
"88,213",General Journal,29/06/2023,Bankrec,,,Tf intercompany,,,111031 · Interco with Starluf Pty Ltd,Sydney:Sydney Other,,,,"15,377.44",,15377.44,"15,377.44",Bank,
"88,404",General Journal,29/06/2023,Bankrec,,,Adj,,,111000 · Westpac,Sydney:Sydney Other,,,,,4.26,-4.26,-4.26,Bank,
"88,404",General Journal,29/06/2023,Bankrec,,,Adj,,,617001 · Bank Charges,Sydney:Sydney Other,,,,4.26,,4.26,4.26,Expense,
"88,434",General Journal,30/06/2023,Bankrec,,,CC Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,"4,000.00",-4000,"-4,000.00",Bank,
"88,434",General Journal,30/06/2023,Bankrec,,,CC Topup,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,"4,000.00",,4000,"4,000.00",Bank,
"88,434",General Journal,30/06/2023,Bankrec,,,CC Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"88,434",General Journal,30/06/2023,Bankrec,,,CC Topup,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,"3,000.00",,3000,"3,000.00",Bank,
"88,434",General Journal,30/06/2023,Bankrec,,,Lease Nissan Financial,,,111000 · Westpac,Sydney:Sydney Other,,,,,759.77,-759.77,-759.77,Bank,
"88,434",General Journal,30/06/2023,Bankrec,,,Lease Nissan Financial,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,759.77,,759.77,759.77,Other Current Liability,
"88,434",General Journal,30/06/2023,Bankrec,,,EToll,,,111000 · Westpac,Sydney:Sydney Other,,,,,220,-220,-220,Bank,
"88,434",General Journal,30/06/2023,Bankrec,,,EToll,,,111018 · E-Toll Top Up,Sydney:Sydney Other,,,,220,,220,220,Bank,
"88,654",General Journal,30/06/2023,LabourHireJ,,,LabourHire from Starluf June23,,GSP,611038 · Labour Hire,Sydney:Sydney Other,GSP,,,"101,331.63",,101331.63,"101,331.63",Expense,"10,133.16"
"88,654",General Journal,30/06/2023,LabourHireJ,,,LabourHire from Starluf June23,,,111031 · Interco with Starluf Pty Ltd,Sydney:Sydney Other,,,,,"111,464.79",-111464.79,"-111,464.79",Bank,
"88,654",General Journal,30/06/2023,LabourHireJ,,,LabourHire from Starluf June23,,,213001 · GST Payable ( Purchase),Sydney:Sydney Other,,,,0,,0,0,Other Current Liability,
"88,654",General Journal,30/06/2023,LabourHireJ,Australian Taxation Office,,LabourHire from Starluf June23,,GSP,213000 · GST Liability,,GSP,,,"10,133.16",,10133.16,"10,133.16",Other Current Liability,
"88,657",General Journal,30/06/2023,WCStarluf,,,WorkCoverIcarefrom Starluf,,GSP,611860 · Works Cover Insurance,Sydney:Sydney Other,GSP,,,"1,554.05",,1554.05,"1,554.05",Expense,155.41
"88,657",General Journal,30/06/2023,WCStarluf,,,WorkCoverIcarefrom Starluf,,,111031 · Interco with Starluf Pty Ltd,Sydney:Sydney Other,,,,,"1,709.46",-1709.46,"-1,709.46",Bank,
"88,657",General Journal,30/06/2023,WCStarluf,Australian Taxation Office,,WorkCoverIcarefrom Starluf,,GSP,213000 · GST Liability,,GSP,,,155.41,,155.41,155.41,Other Current Liability,
"88,658",General Journal,30/06/2023,SupeStarluf,,,Super From Starluf June23,,GSP,615008 · AMP Flexible Lifetime,Sydney:Sydney Other,GSP,,,827.9,,827.9,827.9,Expense,82.79
"88,658",General Journal,30/06/2023,SupeStarluf,,,Super From Starluf June23,,GSP,615001 · Australian Super,Sydney:Sydney Other,GSP,,,"5,672.67",,5672.67,"5,672.67",Expense,567.27
"88,658",General Journal,30/06/2023,SupeStarluf,,,Super From Starluf June23,,GSP,615021 · BT Super,Sydney:Sydney Other,GSP,,,908.52,,908.52,908.52,Expense,90.85
"88,658",General Journal,30/06/2023,SupeStarluf,,,Super From Starluf June23,,GSP,615012 · Energy Super,Sydney:Sydney Other,GSP,,,896.15,,896.15,896.15,Expense,89.62
"88,658",General Journal,30/06/2023,SupeStarluf,Australian Taxation Office,,Super From Starluf June23,,,213001 · GST Payable ( Purchase),Sydney:Sydney Other,,,,0,,0,0,Other Current Liability,0
"88,658",General Journal,30/06/2023,SupeStarluf,,,Super From Starluf June23,,,111031 · Interco with Starluf Pty Ltd,Sydney:Sydney Other,,,,,"9,135.76",-9135.76,"-9,135.76",Bank,
"88,658",General Journal,30/06/2023,SupeStarluf,Australian Taxation Office,,Super From Starluf June23,,GSP,213000 · GST Liability,,GSP,,,830.52,,830.52,830.52,Other Current Liability,
"88,726",General Journal,30/06/2023,DepJune23,,,DepJune23,,,611030 · Depreciation Expense,Sydney:Sydney Other,,,,"4,484.64",,4484.64,"4,484.64",Expense,
"88,726",General Journal,30/06/2023,DepJune23,,,DepJune23,,,111201 · Accum Dep-Capital Works,Sydney:Sydney Other,,,,,276.58,-276.58,-276.58,Fixed Asset,
"88,726",General Journal,30/06/2023,DepJune23,,,DepJune23,,,111501 · Accumulated Depreciation,Sydney:Sydney Other,,,,,"3,936.94",-3936.94,"-3,936.94",Fixed Asset,
"88,726",General Journal,30/06/2023,DepJune23,,,DepJune23,,,111701 · Accumulated Depreciation-other,Sydney:Sydney Other,,,,,271.12,-271.12,-271.12,Fixed Asset,
"88,902",General Journal,30/06/2023,COGSjune23,,,,,,511000 · Cost of Goods Sold,New Crane,,,,"57,151.89",,57151.89,"57,151.89",Cost of Goods Sold,
"88,902",General Journal,30/06/2023,COGSjune23,,,,,,511000 · Cost of Goods Sold,Newcastle,,,,"22,298.69",,22298.69,"22,298.69",Cost of Goods Sold,
"88,902",General Journal,30/06/2023,COGSjune23,,,,,,511000 · Cost of Goods Sold,Sydney:Sydney Other,,,,"21,936.93",,21936.93,"21,936.93",Cost of Goods Sold,
"88,902",General Journal,30/06/2023,COGSjune23,,,,,,511000 · Cost of Goods Sold,Sydney:Sydney Water,,,,994.19,,994.19,994.19,Cost of Goods Sold,
"88,902",General Journal,30/06/2023,COGSjune23,,,,,,111600 · Inventory Asset,Sydney:Sydney Other,,,,,"102,381.70",-102381.7,"-102,381.70",Other Current Asset,
"96,052",General Journal,30/06/2023,CC RecJ23,,,New CC Adju,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,,1.37,-1.37,-1.37,Bank,
"96,052",General Journal,30/06/2023,CC RecJ23,,,New CC Adju,,,617001 · Bank Charges,Sydney:Sydney Other,,,,1.37,,1.37,1.37,Expense,
"96,481",General Journal,30/06/2023,Adv. Fuel,,,Interest Received to 419898 ( From,,,111001 · Everyday Savings-419898,Sydney:Sydney Other,,,,0.15,,0.15,0.15,Bank,
"96,481",General Journal,30/06/2023,Adv. Fuel,,,Interest Received to 419898,,,617004 · Interest Paid,Sydney:Sydney Other,,,,,0.15,-0.15,-0.15,Expense,
"89,528",General Journal,02/07/2023,Bank Rec,,,Fincance VW,,,111000 · Westpac,,,,,,735.94,-735.94,-735.94,Bank,
"89,528",General Journal,02/07/2023,Bank Rec,,,Fincance VW,,,218000 · Hire Purchasing Liability,,,,,735.94,,735.94,735.94,Other Current Liability,
"89,528",General Journal,02/07/2023,Bank Rec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"89,528",General Journal,02/07/2023,Bank Rec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"88,930",General Journal,03/07/2023,COGSjune24,,,Overpaid for 78809/110423,,,111000 · Westpac,,,,,"4,934.88",,4934.88,"4,934.88",Bank,
"88,930",General Journal,03/07/2023,COGSjune24,,,Overpaid for 78809/110423,,,111020 · CLEARING ACCOUNT,,,,,,"4,934.88",-4934.88,"-4,934.88",Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,Activity Fee,,,111000 · Westpac,Sydney:Sydney Other,,,,,22.17,-22.17,-22.17,Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,Activity Fee,,,617001 · Bank Charges,Sydney:Sydney Other,,,,22.17,,22.17,22.17,Expense,
"88,935",General Journal,03/07/2023,COGSjune25,,,Monthly Fee,,,111000 · Westpac,Sydney:Sydney Other,,,,,20,-20,-20,Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,Monthly Fee,,,617001 · Bank Charges,Sydney:Sydney Other,,,,20,,20,20,Expense,
"88,935",General Journal,03/07/2023,COGSjune25,,,Merchant Fee,,,111000 · Westpac,Sydney:Sydney Other,,,,,22,-22,-22,Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,Merchant Fee,,,617001 · Bank Charges,Sydney:Sydney Other,,,,22,,22,22,Expense,
"88,935",General Journal,03/07/2023,COGSjune25,,,CC Topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,CC Topup,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,"3,000.00",,3000,"3,000.00",Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,CC Topupe,,,111000 · Westpac,Sydney:Sydney Other,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,CC Topupe,,,111012 · MasterCard 9286,Sydney:Sydney Other,,,,"3,000.00",,3000,"3,000.00",Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,Chris Terry bounched back Super paid,,,111000 · Westpac,Sydney:Sydney Other,,,,,"2,140.15",-2140.15,"-2,140.15",Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,Chris Terry bounched back Super paid,,,212010 · Super Payable,Sydney:Sydney Other,,,,"2,140.15",,2140.15,"2,140.15",Other Current Liability,
"88,935",General Journal,03/07/2023,COGSjune25,,,Lease VW fincance,,,111000 · Westpac,Sydney:Sydney Other,,,,,735.94,-735.94,-735.94,Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,Lease VW fincance,,,218000 · Hire Purchasing Liability,Sydney:Sydney Other,,,,735.94,,735.94,735.94,Other Current Liability,
"88,935",General Journal,03/07/2023,COGSjune25,,,Etoll topup,,,111000 · Westpac,Sydney:Sydney Other,,,,,220,-220,-220,Bank,
"88,935",General Journal,03/07/2023,COGSjune25,,,Etoll topup,,,111018 · E-Toll Top Up,Sydney:Sydney Other,,,,220,,220,220,Bank,
"88,939",General Journal,03/07/2023,Bank Rec,,,for Adju,,,111000 · Westpac,Sydney:Sydney Other,,,,,0.02,-0.02,-0.02,Bank,
"88,939",General Journal,03/07/2023,Bank Rec,,,for Adju,,,617001 · Bank Charges,Sydney:Sydney Other,,,,0.02,,0.02,0.02,Expense,
"89,030",General Journal,04/07/2023,Bank Rec,,,Adj04.07.23,,,111000 · Westpac,Sydney:Sydney Other,,,,0.02,,0.02,0.02,Bank,
"89,030",General Journal,04/07/2023,Bank Rec,,,Adj04.07.23,,,617001 · Bank Charges,Sydney:Sydney Other,,,,,0.02,-0.02,-0.02,Expense,
"89,031",General Journal,05/07/2023,Bank Rec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"89,031",General Journal,05/07/2023,Bank Rec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"89,031",General Journal,05/07/2023,Bank Rec,,,CC topup,,,111000 · Westpac,,,,,,"3,000.00",-3000,"-3,000.00",Bank,
"89,031",General Journal,05/07/2023,Bank Rec,,,CC topup,,,111012 · MasterCard 9286,,,,,"3,000.00",,3000,"3,000.00",Bank,
"89,031",General Journal,05/07/2023,Bank Rec,,,Etoll topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"89,031",General Journal,05/07/2023,Bank Rec,,,Etoll topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"89,210",General Journal,05/07/2023,EZL86F Leas,,,EZL86F hire purchase From Volkswagen financial Service,,,111003 · Transitional  Account,,,,,"43,000.00",,43000,"43,000.00",Bank,
"89,210",General Journal,05/07/2023,EZL86F Leas,,,EZL86F hire purchase From Volkswagen financial Service,,,111903 · Borrowing Expenses,Sydney:Sydney Other,,,,975,,975,975,Other Asset,
"89,210",General Journal,05/07/2023,EZL86F Leas,,,EZL86F hire purchase From Volkswagen financial Service,,,218001 · Unexpired Interest Liability,,,,,"11,933.85",,11933.85,"11,933.85",Other Current Liability,
"89,210",General Journal,05/07/2023,EZL86F Leas,,,EZL86F hire purchase From Volkswagen financial Service,,,218000 · Hire Purchasing Liability,,,,,,"43,975.00",-43975,"-43,975.00",Other Current Liability,
"89,210",General Journal,05/07/2023,EZL86F Leas,,,EZL86F hire purchase From Volkswagen financial Service,,,218000 · Hire Purchasing Liability,,,,,,"11,933.85",-11933.85,"-11,933.85",Other Current Liability,
"89,032",General Journal,06/07/2023,Bank Rec,,,Intercompay Tf Starluf,,,111000 · Westpac,,,,,,"9,861.41",-9861.41,"-9,861.41",Bank,
"89,032",General Journal,06/07/2023,Bank Rec,,,Intercompay Tf Starluf,,,111031 · Interco with Starluf Pty Ltd,,,,,"9,861.41",,9861.41,"9,861.41",Bank,
"89,032",General Journal,06/07/2023,Bank Rec,,,FBT Payment,,,111000 · Westpac,,,,,,"15,000.00",-15000,"-15,000.00",Bank,
"89,032",General Journal,06/07/2023,Bank Rec,,,FBT Paymentt,,,212002 · FBT Payable,,,,,"15,000.00",,15000,"15,000.00",Other Current Liability,
"89,032",General Journal,06/07/2023,Bank Rec,,,Etoll Topup,,,111000 · Westpac,,,,,,220,-220,-220,Bank,
"89,032",General Journal,06/07/2023,Bank Rec,,,Etoll Topup,,,111018 · E-Toll Top Up,,,,,220,,220,220,Bank,
"89,033",General Journal,07/07/2023,Bank Rec,,,(invoice78726 we take$35135 rest refund to customer as 2 payment for their invoice),,,111000 · Westpac,,,,,"282,545.00",,282545,"282,545.00",Bank,
"89,033",General Journal,07/07/2023,Bank Rec,,,(invoice78726 we take$35135 rest refund to customer as 2 payment for their invoice),,,111020 · CLEARING ACCOUNT,,,,,,"282,545.00",-282545,"-282,545.00",Bank,
"89,058",General Journal,07/07/2023,Bank Rec,,,Adj 07.07.23,,,111000 · Westpac,Sydney:Sydney Other,,,,,0.76,-0.76,-0.76,Bank,
"89,058",General Journal,07/07/2023,Bank Rec,,,Adj 07.07.23,,,617001 · Bank Charges,Sydney:Sydney Other,,,,0.76,,0.76,0.76,Expense,
"89,059",General Journal,10/07/2023,Bank Rec,,,Intercompany starluf,,,111000 · Westpac,,,,,0,,0,0,Bank,
